pupilId;nr_tasks_per_pupil;total_duration in minutes;average duration per task in minutes;AI-1-v2-1-1;AI-4-v2-1-4;EvalML-1-1;ML-2-1-1;EvalML-1-5;AI-4-v2-1-5;EvalML-1-2;EvalML-1-6;AIClosing-1-1;AIClosing-1-3;AIClosing-1-4;AI-1-v2-1-2;AI-1-v2-1-2_skipped_answer;AI-1-v2-1-2_null_answer;AI-1-v2-1-2_correct_points;AI-1-v2-1-2_incorrect_points;AI-1-v2-1-2_irrelevant_points;AI-1-v2-1-2_rating_content;AI-1-v2-1-2_rating_format;AI-1-v2-1-2_rating_creativity;AI-4-v2-1-3;AI-4-v2-1-3_null_answer;AI-4-v2-1-3_correct_points;AI-4-v2-1-3_incorrect_points;AI-4-v2-1-3_irrelevant_points;AI-4-v2-1-3_rating_content;AI-4-v2-1-3_rating_format;AI-4-v2-1-3_rating_creativity;ML-2-1-2;ML-2-1-2_null_answer;ML-2-1-2_correct_points;ML-2-1-2_incorrect_points;ML-2-1-2_irrelevant_points;ML-2-1-2_rating_content;ML-2-1-2_rating_format;ML-2-1-2_rating_creativity;EvalML-1-7;EvalML-1-7_null_answer;EvalML-1-7_correct_points;EvalML-1-7_incorrect_points;EvalML-1-7_irrelevant_points;EvalML-1-7_rating_content;EvalML-1-7_rating_format;EvalML-1-7_rating_creativity;AIClosing-1-2;AIClosing-1-5;AIClosing-1-5_null_answer;AIClosing-1-5_correct_points;AIClosing-1-5_incorrect_points;AIClosing-1-5_irrelevant_points;AIClosing-1-5_rating_content;AIClosing-1-5_rating_format;AIClosing-1-5_rating_creativity;LimitsML-1-2;LimitsML-1-2_null_answer;LimitsML-1-2_correct_points;LimitsML-1-2_incorrect_points;LimitsML-1-2_irrelevant_points;LimitsML-1-2_rating_content;LimitsML-1-2_rating_format;LimitsML-1-2_rating_creativity;AI-2-v2-1-1;EvalML-1-4;AI-4-v2-1-1;AI-4-v2-1-2;AI-3-v2-1-2;EvalML-1-3;Classification-1-1-1;Clustering-1-1-1;ML-3-1-2;ML-3-1-3;ML-3-1-4;EvalML-1-9;Classification-2-1-8;Impact-1-1-1;EvalML-1-8;LimitsML-1-1;AIClosing-1-6;AIClosing-1-7;AIClosing-1-8;AIClosing-1-8_null_answer;AIClosing-1-8_correct_points;AIClosing-1-8_incorrect_points;AIClosing-1-8_irrelevant_points;AIClosing-1-8_rating_content;AIClosing-1-8_rating_format;AIClosing-1-8_rating_creativity;classId
x9cvAEjXv473yQT5t;66;34.36666666666667;0.5207070707070707;56.0;58.0;55.0;65.0;60.0;48.0;53.0;58.0;54.0;28.0;60.0;"<span style=""color: rgb(77, 81, 86);"">ist ein Teilgebiet der Informatik, das sich mit der Automatisierung intelligenten Verhaltens und dem maschinellen Lernen befasst</span>";FALSE;TRUE;0;0;0;5.0;4.0;4.0;"<span style=""color: rgb(32, 33, 36);"">Die&nbsp;</span><strong style=""color: rgb(32, 33, 36);"">KI</strong><span style=""color: rgb(32, 33, 36);"">,&nbsp;</span><strong style=""color: rgb(32, 33, 36);"">einfach erklärt</strong><span style=""color: rgb(32, 33, 36);"">, ist der Versuch, menschliches Lernen und Denken auf den Computer zu übertragen und ihm damit Intelligenz zu verleihen. ... Ziel der&nbsp;</span><strong style=""color: rgb(32, 33, 36);"">KI</strong><span style=""color: rgb(32, 33, 36);"">-Forschung ist es seit jeher, die Funktion unseres Gehirns und unseres Geists einerseits zu verstehen und andererseits künstlich nachbauen zu können.</span>";TRUE;0;0;0;5.0;3.0;2.0;"<strong style=""color: rgb(32, 33, 34);"">Maschinelles Lernen</strong><span style=""color: rgb(32, 33, 34);"">&nbsp;ist ein Oberbegriff für die „künstliche“ Generierung von&nbsp;</span><a href=""https://de.wikipedia.org/wiki/Wissen"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(11, 0, 128);"">Wissen</a><span style=""color: rgb(32, 33, 34);"">&nbsp;aus&nbsp;</span><a href=""https://de.wikipedia.org/wiki/Erfahrung"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(11, 0, 128);"">Erfahrung</a><span style=""color: rgb(32, 33, 34);"">: Ein künstliches System lernt aus Beispielen und kann diese nach Beendigung der&nbsp;</span><a href=""https://de.wikipedia.org/wiki/Lernen"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(11, 0, 128);"">Lernphase</a><span style=""color: rgb(32, 33, 34);"">&nbsp;verallgemeinern.&nbsp;</span>";TRUE;0;0;0;1.0;0.0;0.0;Maschinen können erkennen ob es richtig oder falsch läuft und sich so verbessern;FALSE;1;0;0;4.0;3.0;3.0;56.0;ich finde es nicht bedrohend oder schädlich;;;;;3.0;3.0;3.0;Die KI würde sie trotzdem als hunde erkennen;;;;;3.0;3.0;3.0;[True, False, False, True];[True, False, True, False];[True, False, False, True];[False, False, True, False, False, False, True];[True, True, False];[True, False, False, True, False, True, False, False, True];[False, True, False];[False, True, True, False];[True, False];[True, False];[False, True];[True, True];[True, False, False];[False, True];[True, False, True, True, False, True, True, True];[True, False, False];100.0;100.0;Ich fande es eine sehr hilfreiche und interessante art und weise etwas neues zu lernen. fande es Top;;;;;5.0;1.0;0.0;NCm8NNbAmNsur5S33
rdey75egbdBviYKD6;66;100.91666666666667;1.5290404040404042;46.0;29.0;67.0;40.0;46.0;21.0;45.0;59.0;55.0;54.0;63.0;"Ich denke Künstliche Intelligenz sind beispielsweise Roboter, die irgendwelche alltäglichen Dinge für uns Menschen erledigen können. Durch die künstliche Intelligenz kann beispielsweise mithilfe von Informationstechnischen Steuerungen ""modern"" gelernt werden, aber die künstliche Intelligenz kann auch in vielen anderen Bereichen vertretbar sein und angewendet werden.";FALSE;FALSE;0;1;1;5.0;5.0;5.0;KI ist die Künstliche Intelligenz;FALSE;0;0;1;2.0;2.0;2.0;;TRUE;0;0;0;2.0;2.0;2.0;"Beim maschinellen Lernen bauen die Algorithmen mit Hilfe von Trainingstaten Modelle auf, um nach vermehrtem ""lernen"" eine Struktur zu bilden. Irgendwann kann der Algorithmus die Dinge selbst erkennen.";FALSE;3;0;0;5.0;5.0;5.0;60.0;Ich denke die Besorgtheit ist durchaus berechtigt, aber durch eine Sehr lange Entwicklung der unterschiedlichen KIs werden diese vemutlich immer besser. Allerdings ist es auch so, dass bestimmte Dinge einfach nicht durch KI ersetzt werden können. (Pflegeberufe etc);;;;;5.0;5.0;5.0;Ich denke der Algorithmus würde nicht erkennen, dass es Seehunde sind er würde also weiter der Meinung sein, dass es Hunde sind.;;;;;5.0;4.0;3.0;[True, False, True, True];[True, False, True, False];[True, False, True, False];[False, True, False, True, False, False, True];[True, True, False];[True, False, True, True, False, False, True, False, True];[True, True, False];[True, False, True, True];[False, True];[False, True];[False, True];[False, True];[True, False, True];[False, True];[False, False, True, False, False, True, True, True];[True, False, False];59.0;74.0;Ich fand es gut;;;;;3.0;3.0;3.0;NCm8NNbAmNsur5S33
8hxAMt4258GP8RcE8;66;43.3;0.656060606060606;52.0;44.0;58.0;56.0;56.0;53.0;58.0;58.0;51.0;39.0;54.0;roboter<br>;FALSE;FALSE;0;1;0;1.0;1.0;1.0;"<span style=""background-color: rgba(4, 4, 5, 0.07); color: rgb(220, 221, 222);"">ist ein Teilgebiet der Informatik, das sich mit der Automatisierung intelligenten Verhaltens und dem maschinellen Lernen befasst</span>";TRUE;0;0;0;4.0;4.0;4.0;"<span style=""background-color: rgb(54, 57, 63); color: rgb(220, 221, 222);"">Maschinelles Lernen ist ein Oberbegriff für die „künstliche“ Generierung von Wissen aus Erfahrung: Ein künstliches System lernt aus Beispielen und kann diese nach Beendigung der Lernphase verallgemeinern.</span>";TRUE;0;0;0;1.0;0.0;0.0;maschinen kontrollieren und verbessern sich selbst ;FALSE;2;0;0;3.0;3.0;3.0;52.0;Ich finde es nicht bedrohend oder schädlich<br>;;;;;3.0;3.0;3.0;sie würden sie trozdem als hunde erkennen<br>;;;;;3.0;3.0;3.0;[False, False, True, True];[True, False, True, False];[False, True, False, True];[False, False, False, True, False, False, True];[True, True, False];[True, True, False, False, False, True, False, False, True];[True, False, False];[True, False, True, False];[True, False];[True, False];[True, False];[True, True];[True, False, True];[False, True];[True, False, True, True, False, True, True, True];[True, False, False];100.0;100.0;Ich finde es eine sehr hilfreiche und interessante weise zu lernen ;;;;;5.0;0.0;0.0;NCm8NNbAmNsur5S33
HxKGojut2Tgf5rb4c;57;67.18333333333334;1.178654970760234;7.0;64.0;;67.0;;57.0;;;49.0;50.0;26.0;<ul><li>meiner Meinung nach kann man darunter alles verstehen was kunst und intelligenz betrifft</li><li>warscheinlich meint man mit künstlich kreatives</li></ul>;FALSE;FALSE;0;1;0;4.0;4.0;3.0;KI gibt es in vielen Formen der Technologie. Zum Beispiel sorgt die KI dafür das mein Instagram Feed sich neu ladet mit Bildern die mich interessieren und es schlägt mir Dinge vor basierend auf Dingen die ich mag oder gekauft habe.;FALSE;1;0;0;5.0;5.0;5.0;Ich denke Maschinelles lernen bedeutet Maschinen lernen dazu und bilden sich selber fort.;FALSE;0;0;1;2.0;2.0;2.0;;;;;;;;;96.0;Es wird aufjedenfall seine Vorteile mit sich bringen und helfen wird es auch viel. Aber es hat eher mehr Nachteile und wenn sowas in der Zukunft passieren sollte muss man noch besser auf seine persönlichen Daten aufpassen. Und was man preisgibt im Internet.;;;;;5.0;4.0;4.0;;;;;;;;;[True, True, True, True];[];[True, False, False, False];[False, True, False, False, False, False, False];[True, False, False];[];[True, False, True];[False, True, True, False];[True, False];[True, False];[True, False];[];[True, False, True];[False, True];[];[True, True, False];70.0;84.0;Ich fand alles gut und verständlich. Die Texte waren sehr hilfreich.;;;;;4.0;3.0;4.0;NCm8NNbAmNsur5S33
8BxHyj57tDQP6thKX;66;25.766666666666666;0.39040404040404036;37.0;25.0;75.0;1.0;100.0;25.0;100.0;100.0;30.0;8.0;1.0;Eine schlaue Maschiene ;FALSE;FALSE;0;1;0;3.0;3.0;2.0;es ist ein künstliches Gehirn ;FALSE;0;1;0;2.0;2.0;2.0;das weiß ich nicht <br>;TRUE;0;0;0;3.0;3.0;3.0;maschienen erkennen was sie richtig und falsch gemacht haben und sich verbessern ;FALSE;1;0;0;5.0;4.0;3.0;35.0;die jobs werden leichter und die schwierigen arbeiten werden übernommen ;;;;;5.0;4.0;4.0;es würde nichts erkennen;;;;;4.0;3.0;3.0;[False, True, False, False];[True, False, True, False];[True, False, False, False];[False, True, False, True, False, True, False];[True, False, False];[True, False, False, True, False, True, False, False, True];[False, True, False];[False, True, False, True];[True, False];[True, False];[False, True];[True, True];[False, True, False];[False, True];[True, False, True, True, False, True, True, True];[True, True, False];47.0;59.0;war sehr interesant ;;;;;5.0;0.0;0.0;NCm8NNbAmNsur5S33
XjSEcRBzt99CQK253;6;14.6;2.433333333333333;27.0;;;;;;;;;;;Künstliche Intelligenz ist ein Teil der der Informatik/ Elektronik. Diese befasst sich mit dem maschinellen lernen.;FALSE;FALSE;2;0;0;5.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[True, False, True, True];[];[];[];[True, False, True];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;NCm8NNbAmNsur5S33
NHPSudYwp9A4DT5t2;43;43.31666666666667;1.0073643410852713;100.0;9.0;;67.0;;7.0;;;65.0;35.0;53.0;Wenn man gut Zeichnen oder malen kann fast schon so gut wie ein Künstler;FALSE;FALSE;0;1;0;2.0;3.0;4.0;<h1>KL. steht für Kapitänleutnant Kazaa lite und das ist ein Programm glaub ich.</h1><br><br>PS: Ich hab gegoogelt weil ich keine Ahnung hatte:);FALSE;0;1;0;3.0;3.0;3.0;;;;;;;;;;;;;;;;;59.0;Ich würde mit der person erstmal darüber sprechen und halt Fragen was für ein beruf Er oder sie hat und der person dannn alles erklären und viellicht auch die Angst nehmen;;;;;5.0;4.0;4.0;;;;;;;;;[True, False, True, False];[];[False, False, True, False];[False, False, False, True, True, False, False];[False, True, False];[];[False, True, True];[];[True, False];[True, False];[False, True];[];[];[False, True];[];[];100.0;88.0;Ich habe alles sehr gut gefunden und habe keine Verbesserungsvorschläge. <br>ich habe auch viel dazugelernt.;;;;;5.0;5.0;5.0;NCm8NNbAmNsur5S33
zBgRiFyXPXhDqsqwb;66;178.48333333333332;2.704292929292929;1.0;52.0;41.0;59.0;39.0;39.0;58.0;44.0;46.0;45.0;56.0;Künstliche Intelligenz könnte sein das man was am PC malen oder sich künstlich machen soll.Und vielleicht Häuser bauen und kaufen ;FALSE;FALSE;0;2;0;3.0;4.0;3.0;Es gibt verschiedene Arten von Kl wie zum beispiel auch in spielen oder Filmen. Es Könnte sein dass das wo wir in den Filmen sehen schon bald in Realität passiert aber die Forscher sind da schon Jahrhunderte dran;FALSE;2;0;1;4.0;4.0;4.0;maschinelles Lernen ist glaub ich lernen mit Geräten die dir helfen etwas zu lernen;FALSE;0;1;0;3.0;2.0;2.0;;;;;;;;;58.0;Ich würde sagen das KI aufjedenfall kommt aber das wir Menschenauch in manchen Sachen auch besser sind und die KI nicht ersetzen kann.;;;;;3.0;3.0;2.0;Ich glaube es würde verwechselt weil sie sich nicht unterscheiden;;;;;3.0;3.0;3.0;[True, False, False, True];[True, True, False, False];[True, False, True, True];[True, True, True, False, False, True, True];[True, True, False];[False, True, False, True, True, True, False, False, True];[True, True, False];[True, True, False, True];[True, False];[True, False];[False, True];[False, True];[False, True, False];[False, True];[True, True, False, False, False, True, False, True];[True, True, False];92.0;100.0;Ich fande es war sehr gut man hat viel gelernt es war einfach und verständlich und abwechslungsreich perfekt ich habe nichts zu verbessern;;;;;5.0;5.0;5.0;NCm8NNbAmNsur5S33
rZonxXtMrqpQXsBqY;19;15.166666666666666;0.7982456140350876;42.0;67.0;;;;38.0;;;;;;Wenn glaub jemand was sehr gut weiß;FALSE;FALSE;0;1;0;2.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[False, True, True, False];[];[True, True, True, False];[False, True, True, True, False, True, False];[False, True, True];[];[];[];[];[];[];[];[];[False, True];[];[];;;;;;;;;;;NCm8NNbAmNsur5S33
tpz88kuoMHS8jFg6o;31;39.46666666666667;1.2731182795698925;100.0;100.0;;;;14.0;;;87.0;68.0;100.0;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.0;;;;;;;;;;;;;;;;;[True, False, False, True];[];[False, True, True, False];[False, True, False, False, True, True, True];[True, True, False];[];[];[];[];[];[];[];[];[False, True];[];[];100.0;82.0;;;;;;;;;hZ9Hi9DLZSm5JMbNm
BvGkjti4sPdAMYcit;42;18.133333333333333;0.4317460317460317;29.0;55.0;;56.0;;37.0;;;75.0;100.0;29.0;Künstliche Inteligenz ist ein Programm welches mit Hilfe von Berechnngen versucht eine Inteligenz zu erschaffen welche der des Menschen ähnelt.;FALSE;FALSE;1;1;0;4.0;4.0;5.0;Eine KI ist eine Künstliche Inteligenz welche dazu in der Lage ist eigenständig entscheidungen zu treffen.;FALSE;1;0;0;3.0;4.0;2.0;Maschinen lernen durch ihre Fehler;FALSE;0;0;1;4.0;4.0;4.0;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[True, True, False, True];[];[True, True, False, False];[True, True, False, False, False, True, True];[True, True, False];[];[];[];[True, False];[True, False];[False, True];[];[];[False, True];[];[];92.0;97.0;;;;;;;;;hZ9Hi9DLZSm5JMbNm
n9zGaAFZH5uiAEoTH;42;1395.0833333333333;33.21626984126984;74.0;92.0;;70.0;;32.0;;;100.0;64.0;51.0;Ich finde es spannend bloß ich habe angst vor den moment wo künstliche Intelligenz schlauer ist als die Menschheit das das was in den meisten filmen passiert wahr werden könnte außerdem habe ich jetzt noch dazu gelernt das durch die KI viele Menschen schon heutzutage überwacht und bewertet werden.Ich denke aber inzwischen das KI was gutes ist bloß durch die filme in ein falsche licht gerückt wird und von Personen die dadurch macht und Kontrolle ausüben so wie in China;FALSE;FALSE;1;0;2;5.0;5.0;5.0;KI ist ein erfindung die sich selbst steuern kann also selbst entscheiden kann und aus erfahrungen lernt sie sind meistens nur auf ein bestimmten bereicht programmiert so enstehen durch KI Datensammlungen über einzelne Personen die in den meisten Ländern für Produktempfehlungen verwendet werden aber in manchen Ländern der ganze Alltag über diese Systeme bewertet wird und dir durch deine Datensammlung bestimmte Sachen nicht erlaubt oder auch elraubt was zu vollen Kontrolle von ein paar Personen über das ganze Land sorgt zur jetzigen zeit gibt es keine ki die schlauer ist als der mensch selbst;FALSE;5;0;0;4.0;3.0;5.0;Ich denke maschinelles lernen funktioniert so das eine Ki aus vielen bildern die sie bekommt gleichheiten raussucht die bei der Mehrheit vorhanden sind und sich daraus ableitet was z.b die eigenschaften des Aussehens eines hundes sind. Und so mehr Bilder die KI bekommt desto genauer kann sie hunden von anderen Tieren unterscheiden;FALSE;2;1;0;5.0;4.0;5.0;;;;;;;;;76.0;Das sie momentan ziemlich einfach und gut zu kontrollieren ist aber ein größeren faktor in unserem leben spielt als man denkt was nicht nur vorteile bringt z.b das man nicht mehr so lange bestimmte produkte im internet suchen muss weil man Vorschläge bekommt. Aber natürlich auch nachteile wie eine starke Überwachung oder zu viel werbung überall auf jeder seite im internet;;;;;5.0;5.0;5.0;;;;;;;;;[True, True, True, True];[];[False, True, True, False];[False, True, False, False, True, False, True];[True, True, False];[];[];[];[False, True];[False, True];[True, False];[];[];[False, True];[];[];99.0;72.0;es war eine unterhaltsame vermitlung man konnte viel frei entscheiden;;;;;5.0;5.0;5.0;hZ9Hi9DLZSm5JMbNm
29Lq4fguqCLhap77S;42;95.51666666666667;2.274206349206349;1.0;71.0;;46.0;;86.0;;;46.0;43.0;48.0;;TRUE;;;;;;;;;;;;;;;;Maschinelles Lernen bedeutet, das ein Programm durch das trainieren seiner bestimmten Aufgaben sich verbessert, dies tut es aber selbstständig.;FALSE;2;0;0;5.0;5.0;5.0;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[True, True, True, True];[];[True, False, True, False];[False, True, False, False, True, False, True];[True, False, False];[];[];[];[True, False];[True, False];[False, True];[];[];[False, True];[];[];100.0;100.0;;;;;;;;;hZ9Hi9DLZSm5JMbNm
ZBCKZQe7G5j79DXKE;66;34.78333333333333;0.5270202020202019;78.0;100.0;22.0;1.0;80.0;46.0;1.0;78.0;59.0;62.0;64.0;<ul><li>Es sind keine Lebewesen</li><li>KI's zeigen intelligentes Verhalten in einem kleinen Bereich</li><li>Es gibt keine KI, welche genau so schlau in allen Bereichen ist, wie ein Mensch </li></ul>;FALSE;FALSE;2;0;1;4.0;5.0;5.0;<ul><li>Es ist kein Lebewesen</li><li>Sie lernen durch Erfahrung</li><li>Sie können eigenständig Entscheidungen treffen</li><li><br></li></ul>;FALSE;2;0;1;5.0;4.0;4.0;Ich habe keine Ahnung;TRUE;0;0;0;3.0;3.0;3.0;<ul><li>Wenn eine KI dazu lernt ??</li></ul>;FALSE;0;0;1;1.0;1.0;1.0;100.0;"<ul><li>Es kommt immer drauf an wofür die KI verwendet wird</li><li>Solamge sie nicht exckt oder ähnlich wie ein Mensch handeln kann ist es noch relativ ""Sicher""</li></ul>";;;;;5.0;4.0;4.0;<ul><li>Alles wird dann als Hund erkannt</li><li>Obwohl dies gar nicht so ist</li><li><br></li></ul>;;;;;5.0;3.0;3.0;[True, True, False, True];[True, True, True, True];[False, True, False, True];[True, True, False, True, True, False, True];[False, True, True];[True, False, False, True, True, False, True, False, True];[True, True, False];[True, True, True, True];[True, False];[True, False];[True, False];[False, True];[False, True, True];[False, True];[True, False, False, False, True, True, True, False];[False, True, False];100.0;100.0;<ul><li>Alles war sehr gut zu verstehen</li><li>Es gab nicht wirklich schwierigkeiten bei denen ich gar nicht mehr weiter wusste ...</li></ul>;;;;;5.0;5.0;5.0;NCm8NNbAmNsur5S33
qNwxRmjLQuzRGBe6W;66;48.75;0.7386363636363636;49.0;46.0;51.0;36.0;54.0;47.0;52.0;68.0;74.0;46.0;23.0;Künstliche Intelligenz sind elektronische Sachen wie Roboter, die nahe an der Menschlichen Intelligenz liegen.;FALSE;FALSE;0;0;1;5.0;4.0;4.0;KI kann unterschiedliches sein sie lernt aus Erfahrungen und lernt immer mehr und mehr sie ist die künstliche Intelligenz die vom menschlichen Körper abgeschaut wurde.;FALSE;1;0;1;5.0;5.0;5.0;Maschinelles Lernen ist eine neue Technik die der Computer aus Daten selbstständig lernt den Unterschied zwischen zwei Tieren zu finden.;FALSE;2;1;0;4.0;4.0;4.0;Maschinelles Lernen ist der Umgang zu lernen in der heutigen zeit;FALSE;0;1;0;3.0;3.0;3.0;72.0;Nachtürlich kann es schlecht ausfallen aber es würde der Menschheit für paar Jobs schon leichter fallen, sodass man nicht soviel zb tragen muss die künstliche Intelligenz kann dann schon dabei helfen.;;;;;5.0;4.0;4.0;Dann würde man es als Hunde erkennen.;;;;;3.0;3.0;3.0;[False, False, False, True];[True, False, True, False];[True, True, False, True];[True, True, False, True, True, False, True];[True, False, True];[True, True, False, True, False, True, False, False, True];[True, False, True];[True, False, True, True];[True, False];[False, True];[False, True];[True, False];[True, True, False];[False, True];[True, True, False, True, False, True, True, False];[False, True, False];92.0;78.0;Ich fande es mit den Videos sehr gut gemacht und es hat auch sehr Spaß gemacht und dazu hat man auch noch was gelernt.;;;;;5.0;5.0;5.0;NCm8NNbAmNsur5S33
c799ygbXLJNdrdhRG;3;0.3333333333333333;0.1111111111111111;62.0;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;NCm8NNbAmNsur5S33
sfmw8KQLy8LGdYmYq;31;71.13333333333334;2.2946236559139788;52.0;24.0;;;;23.0;;;100.0;46.0;77.0;KI sind Künstliche Inteligenzen die oft in games oder in Firmen benutzt werden. In games werden sie oft als gegen spieler benutzt die ein gewisses verständniss für das spiel besitzen. Um es so dem spieler schwieriger macht sie zu besiegen.;FALSE;FALSE;1;1;1;5.0;4.0;4.0;KI sind zum teil eigenständige Programme;FALSE;1;0;0;3.0;3.0;3.0;;;;;;;;;;;;;;;;;100.0;Durch die hilfe von KI wird das leben für jeden von uns nur einfacher heißt es es gibt nu8r vorteile;;;;;3.0;4.0;4.0;;;;;;;;;[False, True, False, True];[];[False, True, False, False];[False, False, False, True, False, True, True];[False, True, False];[];[];[];[];[];[];[];[];[False, True];[];[];26.0;66.0;ich möchte nichts dazu sagen;;;;;1.0;2.0;2.0;NCm8NNbAmNsur5S33
FtWfJrEwzd8oJCK7M;42;42.25;1.005952380952381;100.0;100.0;;87.0;;79.0;;;77.0;37.0;71.0;;TRUE;;;;;;;;;;;;;;;;"Eine ""Maschine"" kriegt viele Übungen wenn diese eine Antwort richtig beantwortet kriegt sie eine ""Belohnung"" dies wird so lange fortgeführt bis die ""Maschine"" immer die richtige Antwort gibt.Es lernt bei Fehlern, dass diese Falsch sind und es bekommt eine kleine ""Strafe"".";FALSE;1;0;0;5.0;5.0;5.0;;;;;;;;;100.0;;;;;;;;;;;;;;;;;[True, True, False, True];[];[True, True, True, False];[True, True, False, False, True, False, False];[True, True, False];[];[];[];[True, False];[True, False];[True, False];[];[];[False, True];[];[];80.0;80.0;;;;;;;;;hZ9Hi9DLZSm5JMbNm
oHwPNSnneP7jd22M6;7;13.0;1.8571428571428572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
XvfMxH8eJHfmjmSKH;7;3.066666666666667;0.43809523809523815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
7QBDGe4eSmKRtLb5o;7;0.9833333333333333;0.14047619047619048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
KdYqfxuQMESzuaqBz;7;3.933333333333333;0.5619047619047619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
avkCSKfLJNGnBx3x6;4;12.133333333333333;3.033333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[False, True];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
vtXbpg8o7G3QbuQKh;7;0.7166666666666667;0.10238095238095238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
yXW4JdcWRBfM7Eixg;11;8.566666666666666;0.7787878787878788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[False, True];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
DB58T27Nm8NezaMhj;7;0.7;0.09999999999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
DTrLcfAZiW9AG8kJQ;7;7.6;1.0857142857142856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
NbDrz39GYMkQ2zygG;7;3.3;0.4714285714285714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
AezLL6wL4MCX2JYjB;8;6.516666666666667;0.8145833333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[False, True];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
uo9M6NWSLj8opYpQq;1;10.55;10.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[False, True];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
JbDzzGhFjpbH6inpg;7;2.45;0.35000000000000003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
Fg6uizsriyGP48qdo;1;0.11666666666666667;0.11666666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];[];[];[];[];[];[];[];[];[];[];[];[];[False, True];[];[];;;;;;;;;;;2xefmoTfmYkhhAZYp
